ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,defaultpaymentnextmonth
213,24402.41972,2,3,1,43,,,0,,,0,38257,38901,,,44364.26474,31339,,1504,-34167.33693,1171.310749,,,0
214,26955.9288,,2,,39,0,0,0,2,0,0,,28108,18388,12992,-9817.249989,8032,3036,2309,26047.41509,3587.52718,2000,148,0
215,455041.7105,1,2,2,27,,2,,2,2,0,296573,303320,307843,,310255.3416,309959,13000,11001,,,,10367,0
216,,1,3,1,42,-1,,-1,,,,390,390,390,240,2576.79891,780,390,390,19243.02642,,0,0,0
217,3611301,-2,-2,-1,-36,-4,-4,-4,-8,-4,-4,-946,-946,-946,-946,,-946,0,0,-13651.6762,,0,0,0
218,3611301,-1,,,-36,0,-1,-3,-2,-1,9,79278,78501,78534,80016,-3922563.109,78245,,3500,-49608.82611,-13430.40718,3500,3000,1
219,69780.62245,2,3,0,31,,0,0,0,0,0,,84229,,73315,58895.82101,63208,4000,5000,,,,8954,0
220,342340.1645,2,1,2,38,-1,-1,,-1,-1,-2,1424,4542,126,0,,0,4542,126,44170.21274,2465.600286,0,0,0
221,338004.0376,2,1,1,40,,2,,,2,0,105167,115468,112157,,109798.1508,120238,12000,,108349.075,1164.43722,,,1
222,307933.8024,2,3,,45,0,0,,0,0,,335196,334954,335527,,335532.9167,330121,12388,12378,84729.00345,10833.60253,12213,11678,0
223,,2,2,2,,0,0,0,0,0,0,291619,297268,205629,215827,,,12019,9006,20047.74528,10683.08568,9557,15000,0
224,334628.3539,2,2,,33,0,0,0,,0,0,91653,94037,108597,65913,57730.61999,,10042,18832,53927.88364,4914.010862,5045,3754,0
225,,2,,2,37,1,3,2,0,3,0,52626,51537,49205,30394,34465.29392,,0,24,-22473.67406,2847.710171,1201,30592,1
226,162672.067,2,,2,28,0,0,0,0,0,0,130370,131199,128900,125514,137389.2691,128839,,4860,86.14004195,6021.10758,,4962,0
227,345709.124,,,,44,-1,-1,-1,-1,-1,-2,3265,,1864,,,0,2686,1864,43201.50789,-3061.071123,,0,0
228,35980.96638,1,,1,37,,0,,0,0,,16455,16511,,18768,-5102.446888,19175,1609,3000,34425.18439,-2261.030966,834,,0
229,,,,,,2,0,0,0,0,0,49758,48456,44116,21247,4353.99799,18858,2401,2254,64609.28193,573.2086075,707,1004,1
230,34797.96245,2,3,,,1,2,0,,2,0,,18165,17233,7630,20217.13808,,0,1333,197401.2006,1566.44547,0,,0
231,4335025.855,,,-2,,0,,0,,,0,35084,35796,30937,,877913.7012,1308,,2002,6607418.601,-9380.775898,1011,389,1
232,5533.895663,1,,2,23,,2,,0,2,0,,17132,,16875,18265.6336,10104,0,,422933.5833,132.4244498,1000,10000,0
233,,1,2,1,,0,0,-2,,0,,102800,,0,2624,33128.10547,,,,24237.96576,46352.46144,1747,2000,0
234,215901.2226,1,2,2,34,2,0,0,0,0,2,129801,131383,134379,142323,138776.553,150052,5000,,,,,2769,1
235,75311.19844,2,2,1,33,0,0,0,0,0,0,58203,,,20694,15649.69575,19421,,1298,2254.217601,2044.661513,811,599,0
236,80547.96469,1,1,2,35,,-1,-1,,-1,-1,7988,3977,6848,1719,9758.672795,19942,3983,,14033.67089,5729.175668,19942,2418,0
237,136849.6992,2,,,27,0,,0,,,0,127402,110050,51547,44384,43988.69927,29497,,1745,-53457.56473,-1907.102374,1077,,0
238,226826.4771,2,,2,,,-2,,-2,-2,-1,1440,0,,893,4527.392254,2293,,,,7849.88106,2293,3299,0
239,266633.2874,2,,1,50,0,0,,0,0,0,234205,231669,,207642,220621.0793,214694,10116,9150,108418.6936,,8009,7714,0
240,142830.4713,,2,,41,,0,,,0,0,,21708,22940,,,16383,3000,2000,,3113.678374,,2399,1
241,65054.61791,2,1,2,,1,2,2,-2,2,-1,,20650,,0,,,0,0,94417.07854,-3103.084432,,0,0
242,,1,1,,39,0,,0,0,,0,47174,,48630,50803,19985.49766,15874,1800,2000,137650.6515,,2000,2000,0
243,54376.73741,2,2,2,27,0,0,0,,0,,26655,27724,28676,27990,42290.74198,29399,1800,1750,-37826.60758,,,1100,0
244,11596590.19,-2,-1,,,3,-4,,2,-4,0,3139,,2821,0,-154803.0017,,2821,,12428.67227,-27492.01453,0,176,1
245,45509.45798,2,1,,40,-1,-1,,2,-1,2,142,215,139,,11819.38844,79,,120,,4270.918712,60,60,0
246,8298.492812,2,,2,40,0,0,,0,0,-2,19816,20396,20102,19575,4981.190794,0,1601,2203,2879.146336,,,,0
247,250117.5747,2,2,1,,0,-1,-1,-1,-1,-1,52874,,,1010,1629.665433,794,1631,1536,-10912.43579,5469.494593,794,1184,0
248,3903449.415,,,-2,,,0,0,0,0,0,,,30036,30337,906270.0372,,1788,1799,-108764.2812,,,0,0
249,330212.2164,,,2,25,0,0,0,0,0,0,,45781,48139,51137,,25358,2504,4007,120082.1547,1673.276604,,,0
250,,1,3,1,46,,0,,0,0,0,,15392,16099,,,17484,1561,1268,8721.912028,1597.627784,,2000,0
251,3611301,-2,,-2,-26,2,2,2,0,2,,50867,51486,,30115,,29998,1710,136,-60349.74645,,2005,3003,1
252,,1,2,2,,2,-1,,-1,-1,-1,,29507,29155,,19658.68413,0,5006,1244,97781.34687,-1398.215294,0,,0
253,149892.6952,2,2,2,26,1,,,-1,,-1,101551,105246,,105334,,106828,5366,5087,123889.5041,6273.642386,3785,3304,1
254,200834.0239,,,2,28,2,0,,,0,0,70243,47779,28052,7222,90231.08855,,7042,2000,88780.09509,,12600,,0
255,,2,2,2,,,-1,-1,-1,-1,-1,19532,3719,1453,,-6375.901703,2486,3127,1469,-25184.94579,843.4817641,2494,862,0
256,55017.45114,1,,,25,2,2,2,2,2,2,27699,28513,29341,,,28538,1565,1393,132800.7876,,1024,,0
257,,,,,,,,-1,-1,,-1,1154,,862,1355,467.618157,,1233,1075,,6353.395553,21361,1347,0
258,141276.296,2,2,,33,1,-2,-1,,-2,-1,,2453,,52572,,,2453,9880,16432.03432,465.8345611,,,0
259,98468.75928,2,3,,,-1,-1,-1,-1,-1,-1,,,0,,10173.83854,0,0,0,-6536.874516,2088.046309,0,,0
260,207585.0316,1,1,1,48,0,0,2,0,0,0,210380,213522,201852,169115,165102.136,,10000,9020,110989.547,9047.905836,6000,5500,1
261,479593.7368,2,1,2,,-1,,0,0,,0,78331,99414,107686,,97895.2993,36739,40010,20094,73221.00026,,25365,65000,0
262,,,-2,,,-1,-1,-1,-1,-1,-1,49276,35100,,,1128219.551,28309,,1400,129576.0165,,1062,6318,1
263,149237.1303,2,,1,38,,0,,0,0,0,4473,4664,5969,18941,,,,,32992.43303,-1202.867618,12652,,0
264,,,-1,,-37,1,-2,,-2,-2,-2,2283,50815,0,0,-298357.6198,,,,109037.8792,38649.24858,338,0,0
265,116934.1401,2,1,2,37,,0,0,0,0,0,10115,,5986,188,16406.26934,,,5995,51172.10281,,16872,,0
266,171633.8869,2,2,1,,0,0,0,,0,-1,6156,0,0,316,-3889.560937,316,0,0,100846.4079,1307.023529,316,316,0
267,9843.798996,,3,2,23,0,0,0,0,0,0,6974,7838,9002,9182,,,,,120498.1439,2472.448753,,175,0
268,114818.0476,2,3,2,,,0,2,0,0,0,89003,,,49654,,27500,4100,,,,600,0,1
269,38924.53771,,,2,,0,0,0,0,0,0,,34449,,,32657.01581,35673,1600,1600,,-3386.487797,1500,1500,0
270,56255.68821,1,2,,27,0,0,0,0,0,0,13694,14880,14242,,8739.983338,2614,1700,0,-60419.38219,551.3874333,2614,,1
271,74493.20735,1,3,,32,-1,,,,,-1,70003,31545,20974,,,18126,,2004,,2932.258394,,2015,0
272,96105.30566,1,1,1,,0,,0,0,,-1,,,1350,900,3261.777347,,0,1350,452268.984,3285.806437,0,450,0
273,235534.475,2,1,,58,,,,,,-1,0,,,0,,0,0,0,,-5473.985798,0,0,1
274,3611301,-2,-2,-2,-33,,2,0,0,2,,11253,,14024,14512,-749251.4522,11905,2000,1322,-178512.1603,-2868.931244,1200,3000,1
275,22020170.3,-2,,-2,-28,2,2,2,,2,2,0,0,,0,-167135.3692,,,,-21116.09798,,0,0,1
276,96598.98906,2,2,2,36,-1,-1,,0,-1,,68699,69120,,30163,22493.66462,15085,,12496,-79170.44243,2799.873632,,2000,0
277,,1,1,1,40,-9,1,1,-2,1,-4,171,2715,-13,,,22535,2728,0,147712.3923,-2838.41968,22545,0,1
278,,,,2,,,-1,-1,-1,-1,,,316,316,316,-11923.8766,316,316,,,-414.1946936,316,,0
279,3611301,-1,-3,-1,-33,0,0,,0,0,,50859,50462,,20046,,,2007,2199,-61009.96369,6277.845844,703,697,1
280,3611301,-2,-2,-1,-31,,0,0,,0,0,,,97109,99029,-4508350.595,101299,4000,4500,-2282.753,-103542.8277,,4400,1
281,3288506.236,,,-2,-27,,11,-2,2,11,1,1512,2458,664,1814,-614504.1943,,1000,664,124104.9088,,0,0,0
282,271233.6751,1,2,1,,0,0,0,,0,0,127543,109189,,69669,64020.82811,,10063,5162,178429.0148,40006.65138,43509,31031,0
283,179472.2498,2,3,,30,0,,0,0,,,163935,153152,,122196,,70204,7722,6091,15245.37833,5901.589404,,3211,0
284,5332385.34,-2,-1,-2,-28,,8,-2,1,8,3,53494,52656,52600,,3505103.384,56265,4173,3000,,-16329.81351,3000,,0
285,209705.9743,2,,1,32,,-2,-2,-2,-2,-2,,88743,,94814,,98457,5000,5000,82587.8428,10581.32858,4000,,0
286,185311.6237,2,,1,,-2,-2,-1,0,-2,0,,41986,21874,20076,27100.64845,,41986,21874,99761.69065,16059.92219,586,,0
287,174073.4171,1,1,2,38,0,,0,2,,0,,62804,62769,62683,67537.42874,,3276,2026,,-1464.671526,2000,,0
288,446379.5765,2,,1,46,,0,0,,0,0,,181557,149944,,98485.14732,97622,8610,6907,-99649.829,1233.303385,4001,2701,0
289,4371127.165,-2,-2,-2,-25,2,2,2,,2,0,70896,71678,70125,69856,,51365,3472,2092,-6122.299301,84121.93153,1960,1559,1
290,248050.6098,2,2,,46,-1,-1,-2,,-1,-1,8751,,10605,,,4311,1295,1000,,-3228.667339,,1000,0
291,,-1,-1,-2,,,-1,-1,-1,-1,-1,,898,325,,170643.0527,-339603,898,,28900.41984,-6953.276974,0,345293,1
292,3547099.314,-2,-2,-2,-22,-1,-1,-1,-1,-1,-1,0,,0,0,591353.7295,0,,0,25098.90928,-1617.61838,0,0,0
293,32958.77913,,2,,43,0,0,0,-1,0,-1,1700,2610,1914,2182,1039.522489,2566,1100,,,,,0,0
294,8848.48108,1,2,,27,,-2,,-2,-2,-2,7015,10227,,9901,9410.969749,10182,3507,0,,,393,700,1
295,123347.9276,1,1,,29,0,0,2,0,0,0,,0,0,,,0,0,0,447054.579,-805.4826689,,1500,0
296,228313.4876,1,1,2,,,0,2,,0,0,194353,197344,186292,133345,123850.7488,,,7465,48802.24448,4686.927693,,5300,0
297,125142.8873,2,,1,29,,2,2,2,2,3,,657,,,12036.62404,,657,2319,,3359.640962,,2496,0
298,202988.5102,2,2,,36,0,0,0,0,0,0,143225,,144415,148190,159054.7569,131629,6483,,50445.28101,2853.634154,4544,,0
299,303128.4049,2,1,,36,0,0,0,0,0,,58983,60788,63225,29701,31014.41333,30771,2755,3463,16710.844,541.1246627,1100,2000,0
300,278516.3126,1,1,2,,-1,2,0,0,2,2,0,0,,12601,14742.5437,203,0,13001,73936.15805,21439.3137,203,0,1
301,114772.417,1,2,,,-1,-1,-1,-1,-1,-1,,98222,67185,66926,67829.67211,64513,3490,2332,5431.416186,-36.34442124,2497,2305,0
302,,2,,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,14954.48251,0,,0,,-179.9338268,162000,,0
303,,,,1,,0,,0,0,,,,,12104,12898,27065.80988,14458,,1206,,,,1000,0
304,-19341.93243,2,,2,25,0,,2,0,,,,,27820,15824,27879.92837,12510,,0,40477.57958,-762.9096055,1000,2000,0
305,211453.5248,2,1,,27,,,-1,,,0,,,960,,11309.7088,7414,,,4684.224824,,3500,2880,0
306,96414.50153,2,,2,,-2,-2,-2,,-2,,432,3220,5704,1256,-7817.64863,400,3220,5904,152690.5818,4598.868554,,,0
307,508016.1479,2,2,1,36,-1,-1,-1,-1,-1,,10483,23956,0,,,,23962,0,54920.58303,2761.244742,0,,0
308,287899.7093,2,2,1,27,1,-1,-1,,-1,,0,5215,,0,-5911.231885,0,5215,0,56569.54626,-1354.275273,0,0,0
309,,,3,,,2,2,,,2,,9720,,11339,12841,,14514,,1200,998587.8549,,1500,1500,1
310,21212.94496,2,1,2,27,-1,-1,-1,-1,-1,-1,,,,,2005.594359,,,14583,277403.6123,,13557,,0
311,,2,2,1,38,-1,0,-1,,0,,3697,3600,1354,5322,6199.83759,2077,1000,1354,114163.3104,,2386,9085,0
312,175463.9585,2,2,,,0,0,0,0,0,0,143301,146333,147042,127814,130932.6086,132845,,,226140.9848,-815.299598,5000,,0
313,3611301,-1,-1,-2,-40,-1,-2,3,12,-2,13,10934,13738,16567,10411,-640607.749,14340,3000,,-46678.43196,-37191.33462,1500,0,1
314,222661.714,2,3,1,49,-1,2,,2,2,0,52439,51040,56205,54723,,59983,0,6000,79777.04182,3142.996109,2286,3000,1
315,75787.6095,1,1,2,27,,0,0,0,0,0,55734,,33415,28776,6299.756279,6441,1631,1286,,1019.608571,909,200,0
316,,-1,-2,-2,-23,0,0,0,0,0,0,49507,33282,,,1065540.589,19346,1970,2000,30092.77904,,2000,616,1
317,151588.6989,2,2,,36,0,0,0,0,0,0,47819,48947,50330,50894,43102.96141,,2200,2500,23295.80261,,2500,,0
318,,,3,1,53,1,-1,-1,,-1,-1,0,165,526,,-2250.547864,485,165,526,-28330.40362,-3080.553112,485,459,0
319,36501.53264,,3,1,46,3,,2,0,,0,48522,,29516,29742,18858.1598,24883,3754,1,-31027.19394,758.3322315,863,654,0
320,187281.7414,1,,,,1,-2,-2,-2,-2,-2,,,-2,-2,6259.714018,-2,0,0,17192.12069,-33.0669192,0,0,0
321,96986.65528,1,,,29,,2,,,2,0,,56598,51908,48647,52658.63054,47969,2500,,-2480.502516,4167.090275,1854,,1
322,375717.9333,2,1,2,,,0,0,0,0,0,172180,180140,166281,155628,139865.4967,103263,,,,4752.305919,2732,50000,0
323,31350.61137,1,2,2,,-1,,0,0,,0,1399,2441,3865,7476,27602.11549,8085,1070,1500,98777.37728,,1306,1000,0
324,3611301,-2,-2,,-28,-3,-8,10,-5,-8,6,26361,18826,1100,2100,7335.214303,6173,,,,32847.36299,,1000,0
325,348012.2493,2,2,2,32,0,0,0,0,0,0,93029,,,95631,110666.3455,100738,,7000,100258.6081,9866.468697,10000,10000,0
326,189139.9298,,,2,43,1,-2,-1,,-2,0,0,0,38013,40555,38614.51789,,0,38013,56978.05578,,3000,,0
327,261220.2317,2,2,,,-1,2,2,-1,2,-1,650,650,325,,-7326.782318,,,,14386.49201,,325,325,1
328,,2,2,1,,2,2,,2,2,,24898,27976,27233,,,30225,3800,0,52623.8062,1912.546204,1300,1291,1
329,331124.3938,1,2,,55,,,-1,-2,,-2,50396,44665,8300,,,7416,44665,8321,-9751.547103,27812.46102,,77195,0
330,169864.0049,,1,,40,2,2,2,2,2,2,,102586,100064,104975,99510.25642,,,0,-13629.35102,,,,0
331,10166288.42,,-2,-1,,,-4,3,-6,-4,9,,505,189,6773,-834552.621,16893,1000,,,-297739.6755,17000,2500,1
332,127443.2409,2,2,,40,0,,2,,,0,9559,12394,11883,9826,,,3000,0,48400.9357,,2700,500,0
333,76832.88633,2,1,,,1,,0,0,,0,10540,10232,11237,,20396.66313,31857,0,1483,,,11540,,0
334,384980.9937,2,,,43,1,-2,-2,-2,-2,-1,0,0,0,0,,,,,,849.708436,,0,0
335,-1583914.702,-1,-1,-2,-27,2,-2,2,0,-2,2,20571,,19658,19453,-769115.1257,18868,,1600,97488.57324,-43234.3219,674,376,1
336,191234.0431,,1,2,28,0,0,0,0,0,0,143464,,151905,153538,164852.5384,160361,5795,,93002.99953,,6370,5865,0
337,271883.1633,2,1,,30,0,0,0,0,0,,156882,160246,,158114,152713.5599,159108,10000,8000,-65687.82412,5881.868602,7000,6000,0
338,,,2,,31,-2,-2,-2,,-2,-2,390,0,0,0,,,0,0,193130.4359,3510.001637,0,0,0
339,42044.92891,2,2,,31,0,0,,,0,,46512,47716,49675,,27990.28689,29170,1974,,,2672.42297,1046,1047,1
340,,2,,,34,-1,-1,0,-1,-1,-1,882,6531,6313,1100,-10885.59886,830,,5037,117452.1276,4157.808913,3800,2037,0
341,267490.7404,2,2,2,,-2,-2,-2,-2,-2,-2,92,92,92,,5623.889303,0,92,92,73358.28391,,0,,0
342,3611301,-1,-2,-2,-36,2,0,-5,-6,0,-7,,6172,,680,-62385.75827,978,1212,1200,-128448.5669,-5104.028578,0,0,1
343,173066.1203,,1,2,29,-1,2,-1,-1,2,2,2393,,,,14540.93724,24248,0,4872,924831.2006,5075.273433,0,1000,0
344,208553.3156,1,1,1,39,0,,-1,,,-1,274731,281713,,122295,,1005,,145000,,1608.514169,101005,1898,0
345,3611301,-2,-1,-2,-26,2,6,-2,4,6,-2,145403,138232,130553,,-5277274.482,106517,,5051,-5258.35774,-79821.57812,4250,4028,1
346,3611301,-2,,,-29,3,-2,-4,,-2,-5,3097,-707,,2303,-799499.9354,1654,0,0,-16897.33145,-72731.79779,1500,,1
347,,,,-2,-26,-1,-1,-1,0,-1,0,1370,4192,4159,,235745.6729,,4210,4159,-96026.74504,,,1525,1
348,58469.17733,2,,2,,0,0,,,0,0,47081,49316,,45545,40494.02009,,3000,2000,,-566.0016879,2000,2000,1
349,97880.90255,2,2,2,,0,,0,0,,0,138119,137950,140254,139679,141086.8553,142174,,6500,49101.9663,,6000,,0
350,28048.15328,,2,,26,0,0,0,0,0,0,17893,19012,20123,20222,13815.88371,,1411,1522,28825.36325,,,1000,1
351,67473.49384,,1,,,,0,-1,0,0,-1,39128,20473,1940,,6185.739433,23101,1541,,98039.58987,,,3000,0
352,3611301,-1,,-1,-36,-7,9,-3,0,9,-4,,-13543,3432,-3684,775717.7751,1386,,47015,-64863.23556,-33101.0818,100000,10000,1
353,,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,,,-7813.151545,0,0,0,50358.37242,326.2521391,,0,1
354,,,2,2,43,0,0,0,0,0,0,77057,78102,,51042,24730.86215,19414,3177,2600,,,695,882,0
355,,1,3,1,,2,,,0,,,15899,18720,18122,,5655.288762,18856,3400,0,15499.05127,-4049.062765,,638,0
356,212090.8593,1,,1,,-1,0,0,,0,0,,28422,,,41423.94566,,1481,2000,81046.20708,,,1500,1
357,271356.3222,,2,2,26,0,0,0,,0,0,,128940,124226,113133,118069.6366,103360,6349,5834,,6827.351415,3825,3520,0
358,401325.8415,,,2,34,,0,0,0,0,0,,179206,193992,174675,178273.3932,,9010,35000,34861.2532,9487.849598,,4400,0
359,107977.6058,2,4,2,,0,0,0,0,0,0,83755,,79044,80631,80261.59724,,3000,2900,95564.329,1983.300399,,,0
360,287106.5488,,1,1,34,-1,-1,-1,,-1,-1,49657,,,,23645.73949,,291,,127092.8738,33157.02335,291,291,0
361,481354.3991,2,2,2,,4,3,2,0,3,0,507726,509229,499936,505507,,419643,,0,,,16000,19000,1
362,315159.9269,2,2,2,30,0,0,0,0,0,0,,,72029,,81588.14513,,2589,2568,11260.66495,3763.424091,2781,2500,0
363,67758.33632,1,2,,32,4,,2,0,,0,,44741,43562,44039,47001.3095,25775,0,0,-18769.9006,2041.005891,1275,1590,0
364,,1,1,1,40,,,,0,,-1,,0,2066,2000,11149.87359,216,0,2066,,2935.600695,216,66,1
365,234264.2105,,1,2,,,,-2,-2,,-2,761,300,,,,613,300,399,34531.67837,,613,520,0
366,332523.1734,2,2,1,,1,-1,-1,-2,-1,-1,-9,,,0,-5848.759037,,1529,1507,831.9770489,548.1997073,,384,0
367,57182.32017,2,2,1,61,,0,,0,0,0,47166,49396,50476,23319,10639.58745,,3000,2237,1014372.683,-3576.881445,2000,1039,0
368,1939260.129,,-2,-2,-24,-3,2,2,1,2,-10,2887,1923,,2813,-293114.1245,2132,,1500,,-62689.20022,150,0,1
369,314280.985,1,1,1,,1,-2,-2,-2,-2,-2,0,0,,0,-6352.819634,,0,,59899.07065,611.08263,0,0,0
370,56844.30558,2,2,1,32,3,2,0,,2,0,20631,20010,,11084,19675.85144,10985,,1168,,-1370.09232,632,616,0
371,174485.6108,1,2,,36,2,2,-2,-2,2,-2,,0,0,,-449.6102314,0,0,,,-168.0825501,0,0,0
372,146136.9438,,1,,30,-1,-1,-1,,-1,-1,,2977,15086,8578,17699.98516,,2977,15086,100111.2389,13052.95473,29712,50000,0
373,,2,1,,34,,,,2,,2,,35089,,42451,52288.74892,,1640,9000,24076.71331,8667.68283,,2000,0
374,7316.267372,1,,3,,0,0,,0,0,0,22987,22298,,,,25943,,2000,98966.55443,6881.606465,2000,0,0
375,160102.5921,1,1,1,,0,0,,0,0,0,173267,,175233,,,178719,8100,5299,92233.91389,3854.390142,160719,,0
376,22207.57617,1,3,1,,0,0,0,0,0,0,,,21229,21495,,22437,,,,,,,0
377,41992.37578,1,,1,43,1,2,0,0,2,,20518,19901,,21509,,24242,0,,288464.5192,7250.028076,,1000,0
378,150438.2812,2,,2,,-1,0,0,,0,,,14446,7609,4991,7187.941868,3745,14000,,-21564.81683,7736.886203,,4000,0
379,209021.9403,1,1,2,30,0,0,0,0,0,0,,71906,43308,44584,,49888,,3000,22039.5881,7698.604656,3000,10000,0
380,38893.0041,1,2,2,31,0,0,0,,0,0,,15129,15093,9577,,,2000,3000,433028.5542,-1143.292308,,5000,1
381,93191.60567,,2,2,29,0,,0,0,,0,89055,90780,70947,72367,88530.95926,75355,4200,2575,-24690.13348,978.5886903,2701,5750,0
382,30155.20221,2,2,1,37,,,2,0,,0,1894,3200,,3559,-4830.353937,2415,1500,400,,139.0423267,500,400,1
383,6972364.39,,-3,,-36,0,,0,0,,0,100594,78372,91502,90859,4356216.441,88450,3000,30000,,66152.78874,3400,3300,0
384,153106.7141,2,2,2,28,-1,,0,2,,,2948,3848,5646,,,,,1903,-4010.941865,2197.39994,500,95,0
385,79927.61327,,2,2,25,0,,0,0,,-2,22619,31429,,25280,-2214.886598,,,1209,,-131.5535533,0,6305,0
386,432092.7932,2,5,1,,0,0,,0,0,0,338106,342904,,,235758.527,240176,,14000,-26799.33861,9556.027111,9000,8300,0
387,97712.52243,2,,2,29,1,-1,-1,-2,-1,-2,0,80000,,,-15572.32249,,80000,0,126153.8209,,0,0,0
388,62028.62553,,3,1,73,-1,0,0,2,0,2,,,68875,70646,,75018,3500,4330,-10165.65701,,3500,,1
389,141993.713,1,,1,43,0,0,0,0,0,,,154049,,159653,177376.0757,157759,,6500,-52774.15491,5974.437995,5700,,0
390,263678.0847,1,1,1,30,,-1,,0,-1,-1,,,582,291,-9172.213328,291,,582,251168.7187,702.6018259,,,0
391,344770.7636,1,1,,,,-2,-2,-2,-2,-2,0,0,0,0,16442.58578,,0,,-14462.13837,-966.2678337,0,0,0
392,291524.7175,,2,1,39,1,-1,0,0,-1,0,,35918,37297,,18673.39336,33316,,2000,86.06821283,-807.9940614,1011,,1
393,318807.1541,1,2,1,,0,0,0,0,0,0,103797,,87720,76218,,71620,,4013,64894.74551,6392.939626,3001,2653,0
394,154368.8311,2,2,2,29,0,,0,0,,,20110,17102,18862,19996,22844.82808,,3000,3000,,-903.983199,2000,2000,0
395,357551.4576,1,,1,,-1,-1,-1,-2,-1,-2,38000,,,,-8573.876621,,,0,,1701.877582,0,0,0
396,136490.1285,2,1,2,27,0,0,,0,0,0,142428,,143952,142590,148719.202,142620,10000,10000,86031.20071,,6000,5600,0
397,112227.5872,1,1,,38,0,0,0,0,0,0,,42653,42351,43011,,28947,2502,1200,-29092.13842,2977.645096,579,0,0
398,3611301,-2,-2,-2,-22,-7,1,-5,14,1,,,0,0,848,-387889.7777,632,0,,-146974.1862,75987.89837,632,0,1
399,202767.1876,2,2,1,30,0,0,,0,0,0,104701,,108423,91143,78343.72489,74125,,5000,37890.09781,5501.454962,2700,,0
400,104900.3045,,2,,,2,2,2,,2,2,,120822,109887,116313,120181.8836,117167,4007,0,69788.7544,5478.453065,,4400,0
401,,,1,2,29,0,0,0,0,0,-1,156362,132280,99174,65372,,184922,5233,3289,-10157.80358,9270.305842,184922,,0
402,2065329.242,,,-3,-42,-7,-3,2,1,-3,6,,29091,28097,28665,,,1488,1394,180859.3443,,2541,2000,1
403,147852.9356,1,1,2,41,,-1,-1,-1,-1,2,1464,,384,0,-1648.001708,822,,384,16791.54708,6812.243674,0,472,1
404,24285.81596,1,2,,48,0,,0,0,,,27879,28870,27806,,35693.07833,26179,,1710,123843.3661,1059.724893,1089,2244,0
405,127155.5877,2,,2,29,,2,2,2,2,2,160432,163916,159676,,,153800,,,69566.95337,,,5654,1
406,204949.2156,1,,1,52,-2,-2,,-2,-2,,3858,2690,3410,,-11147.6474,82150,2690,3487,-7590.981874,,85900,396,0
407,144792.1412,2,2,1,25,0,0,,-2,0,-2,26476,,0,,,0,,0,76772.42258,-1377.034657,0,0,0
408,,,1,1,37,1,,0,,,0,507062,491956,,,,303510,325,,,12522.02311,14113,10526,0
409,327292.656,2,,2,27,0,0,,0,0,0,55607,62893,59001,61565,44419.38526,66541,,8232,,,,11341,0
410,273316.3186,,1,2,,,0,0,0,0,,168382,,180650,182672,176536.8324,167983,10000,8000,,,,6288,0
411,78571.56713,2,,2,,1,2,2,2,2,2,,28577,30805,31601,16626.60841,32965,0,2709,-14113.06576,1904.444726,1300,1200,1
412,194316.6113,,1,1,,,-1,-2,-1,-1,,190,0,0,367,7866.558208,-150,0,0,114573.2111,2380.291406,,0,0
413,213548.4408,2,1,,32,,-2,-1,-1,-2,-1,0,0,2809,4595,-10356.95737,,0,2809,289098.5916,3184.494429,3404,0,0
414,259793.304,2,2,,,1,2,0,0,2,0,13668,12647,,10596,14392.37852,5068,0,1064,-85583.02856,4296.813991,1000,4641,1
415,499556.7451,2,3,1,41,-2,-2,,-2,-2,-2,14867,26665,199960,9033,26013.46275,,,199982,-7066.122058,17798.58737,22593,2000,0
416,52755.15047,,3,1,35,-1,-1,-1,-2,-1,-2,22500,,0,0,6351.906248,0,,0,131162.5956,-2174.148528,0,,0
417,,,1,2,31,-2,,,-2,,,7184,,1097,0,-6665.457086,160,17507,1102,118824.3816,-3693.208731,160,1103,0
418,43247.51929,,1,2,,0,0,0,,0,,14811,16262,17286,,27003.58512,18990,2000,1600,308930.3573,5951.487725,,1000,0
419,24579.84872,1,2,1,48,,0,0,0,0,0,44338,43048,35639,,,,,3332,108230.4219,,,2500,0
420,,,,2,36,1,-2,-2,-2,-2,-2,,0,,0,1294.630335,0,0,0,103653.2183,1629.763879,0,0,0
421,63132.16656,1,1,2,24,2,0,0,0,0,2,25265,26354,,27959,46223.03855,29371,1500,,-33115.57107,1924.247127,,,0
422,425972.9608,2,1,2,29,0,,0,0,,0,169661,167199,,156977,151349.6708,151936,,9021,94043.0275,7556.100034,6028,6010,0
423,236636.0914,2,,2,38,-1,-1,-1,-1,-1,-1,10237,2795,1350,371,,0,,,562212.5223,,,2213,0
424,3611301,-1,-2,-1,-38,4,-4,2,12,-4,2,104978,105924,102663,97090,,105253,4500,0,-34027.82254,-57441.7617,9000,0,1
425,494913.0934,2,,1,30,0,,0,0,,0,,197967,201666,205798,,190306,10000,,-15169.89408,5049.467975,6429,,0
